row ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,state
Row1914,40,services,divorced,high.school,no,no,no,telephone,jun,fri,155,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,VIC
Row1915,31,entrepreneur,single,university.degree,unknown,no,no,telephone,jun,fri,22,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,VIC
Row1916,50,admin.,married,basic.9y,no,no,no,telephone,jun,fri,116,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,WA
Row1917,40,blue-collar,single,unknown,unknown,yes,no,telephone,jun,fri,8,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,ACT
Row1918,30,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,fri,10,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,TAS
Row1919,42,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,fri,38,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NT
Row1920,55,unknown,married,basic.4y,unknown,no,no,telephone,jun,fri,27,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NT
Row1921,42,entrepreneur,married,professional.course,no,yes,no,telephone,jun,fri,291,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,VIC
Row1922,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,8,31,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NSW
Row1923,42,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,14,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,SA
Row1924,39,services,single,high.school,no,no,no,telephone,jun,fri,48,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,ACT
Row1925,36,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,75,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NSW
Row1926,40,admin.,married,university.degree,no,no,no,telephone,jun,fri,17,21,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,QLD
Row1927,58,retired,divorced,professional.course,unknown,yes,no,telephone,jun,fri,169,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NSW
Row1928,29,blue-collar,married,unknown,unknown,no,yes,telephone,jun,fri,55,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,WA
Row1929,40,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,fri,30,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,VIC
Row1930,37,services,married,high.school,no,no,no,telephone,jun,fri,152,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NT
Row1931,36,blue-collar,single,high.school,no,yes,yes,telephone,jun,fri,14,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,QLD
Row1932,58,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,fri,221,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,ACT
Row1933,31,admin.,divorced,high.school,no,no,no,telephone,jun,fri,111,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NSW
Row1934,39,technician,single,high.school,no,yes,no,telephone,jun,fri,274,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NT
Row1935,28,admin.,married,university.degree,no,no,no,telephone,jun,fri,819,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,VIC
Row1936,41,admin.,married,high.school,unknown,no,no,telephone,jun,fri,23,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,ACT
Row1937,47,admin.,married,basic.9y,no,yes,no,telephone,jun,fri,9,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,TAS
Row1938,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,114,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,WA
Row1939,52,services,unknown,professional.course,no,yes,no,telephone,jun,fri,7,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,ACT
Row1940,38,admin.,married,high.school,no,yes,no,telephone,jun,fri,447,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NSW
Row1941,38,services,married,basic.9y,no,unknown,unknown,telephone,jun,fri,17,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NT
Row1942,26,technician,married,basic.6y,no,yes,no,telephone,jun,fri,11,20,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,SA
Row1943,39,admin.,married,high.school,no,yes,yes,telephone,jun,fri,9,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,QLD
Row1944,33,unemployed,married,basic.9y,no,no,no,telephone,jun,fri,11,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,SA
Row1945,38,housemaid,married,basic.9y,no,no,no,telephone,jun,fri,86,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,SA
Row1946,55,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,jun,fri,32,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,QLD
Row1947,33,services,divorced,high.school,no,yes,no,telephone,jun,fri,52,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NT
Row1948,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,8,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NSW
Row1949,53,technician,married,unknown,no,no,no,telephone,jun,fri,51,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,NSW
Row1950,46,blue-collar,single,high.school,no,no,no,telephone,jun,fri,310,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,VIC
Row1951,26,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,72,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,ACT
Row1952,30,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,662,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,VIC
Row1953,26,admin.,single,high.school,no,no,no,telephone,jun,tue,56,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,QLD
Row1954,31,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,481,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,ACT
Row1955,51,admin.,divorced,unknown,no,yes,no,telephone,jun,tue,528,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,SA
Row1956,55,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,103,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,NSW
Row1957,29,entrepreneur,single,university.degree,no,no,no,telephone,jun,wed,347,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,VIC
Row1958,42,self-employed,married,university.degree,unknown,yes,no,telephone,jun,wed,157,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,WA
Row1959,48,blue-collar,married,high.school,no,yes,yes,telephone,jun,thu,677,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,WA
Row1960,28,admin.,single,professional.course,no,no,yes,telephone,jun,thu,253,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,SA
Row1961,30,admin.,single,university.degree,no,no,no,telephone,jun,thu,301,4,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,NT
Row1962,29,blue-collar,married,basic.9y,no,no,yes,telephone,jun,thu,190,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,NT
Row1963,58,retired,married,high.school,no,yes,no,telephone,jun,thu,3183,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,NT
Row1964,34,admin.,single,university.degree,no,no,no,telephone,jun,thu,406,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,VIC
Row1965,38,blue-collar,single,high.school,unknown,yes,no,telephone,jun,fri,856,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,QLD
Row1966,33,services,married,high.school,no,no,no,telephone,jun,fri,59,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,VIC
Row1967,59,housemaid,married,basic.6y,no,no,no,telephone,jun,fri,207,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,VIC
Row1968,42,admin.,single,high.school,no,no,no,telephone,jun,fri,140,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,SA
Row1969,30,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,191,28,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,NT
Row1970,42,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,151,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,QLD
Row1971,54,admin.,married,university.degree,no,yes,no,telephone,jun,fri,291,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,NT
Row1972,49,housemaid,married,basic.4y,no,no,yes,telephone,jun,fri,183,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,TAS
Row1973,45,technician,single,professional.course,unknown,yes,no,telephone,jun,fri,293,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,QLD
Row1974,40,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,mon,322,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,NSW
Row1975,49,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,117,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,NSW
Row1976,40,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,mon,146,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,ACT
Row1977,28,admin.,single,university.degree,no,no,no,telephone,jun,mon,103,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,VIC
Row1978,35,admin.,married,university.degree,no,no,no,telephone,jun,mon,27,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,SA
Row1979,38,admin.,married,high.school,no,no,no,telephone,jun,mon,117,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,NT
Row1980,41,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,385,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,SA
Row1981,58,retired,married,basic.4y,unknown,yes,no,telephone,jun,mon,50,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,VIC
Row1982,39,admin.,single,high.school,no,yes,yes,telephone,jun,mon,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,SA
Row1983,37,self-employed,single,university.degree,unknown,no,yes,telephone,jun,mon,88,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,NSW
Row1984,38,technician,single,university.degree,no,yes,no,telephone,jun,mon,104,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,SA
Row1985,44,technician,married,university.degree,no,no,no,telephone,jun,mon,252,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,QLD
Row1986,49,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,tue,158,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,TAS
Row1987,53,management,married,university.degree,no,no,yes,telephone,jul,tue,128,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,NSW
Row1988,28,admin.,married,high.school,no,yes,no,telephone,jul,tue,54,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,WA
Row1989,34,technician,single,professional.course,no,yes,no,telephone,jul,tue,157,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,ACT
Row1990,28,blue-collar,single,basic.6y,no,no,no,telephone,jul,tue,117,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,NT
Row1991,26,unemployed,single,high.school,no,no,no,telephone,jul,tue,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,WA
Row1992,44,admin.,divorced,unknown,no,no,no,telephone,jul,tue,183,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,WA
Row1993,55,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,86,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,NSW
Row1994,41,services,single,professional.course,no,yes,no,telephone,jul,tue,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,TAS
Row1995,46,housemaid,married,basic.4y,no,yes,no,telephone,jul,wed,220,2,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,VIC
Row1996,39,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,wed,306,2,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,WA
Row1997,40,admin.,divorced,professional.course,unknown,no,no,telephone,jul,thu,343,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,SA
Row1998,30,blue-collar,divorced,basic.4y,no,yes,yes,telephone,jul,thu,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,WA
Row1999,39,technician,single,professional.course,no,yes,no,telephone,jul,thu,452,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,TAS
Row2000,52,retired,divorced,professional.course,no,no,no,telephone,jul,thu,269,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,QLD
Row2001,39,technician,single,professional.course,no,no,no,telephone,jul,thu,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,TAS
Row2002,28,blue-collar,married,high.school,no,yes,no,telephone,jul,thu,60,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,QLD
Row2003,53,technician,divorced,professional.course,no,no,no,telephone,jul,thu,115,4,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,SA
Row2004,43,management,married,university.degree,no,no,yes,telephone,jul,thu,203,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,TAS
Row2005,50,entrepreneur,married,professional.course,no,yes,no,telephone,jul,thu,155,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,NT
Row2006,37,admin.,single,university.degree,no,no,no,telephone,jul,fri,43,11,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,ACT
Row2007,39,admin.,married,high.school,no,yes,no,telephone,jul,fri,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,ACT
Row2008,30,admin.,single,high.school,no,yes,no,telephone,jul,fri,253,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,NT
Row2009,42,admin.,divorced,university.degree,no,yes,no,telephone,jul,fri,426,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,NT
Row2010,30,services,single,high.school,no,yes,no,telephone,jul,fri,1576,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,TAS
Row2011,45,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,297,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,TAS
Row2012,46,services,married,high.school,no,yes,no,telephone,jul,fri,65,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,WA
Row2013,40,blue-collar,divorced,basic.6y,unknown,unknown,unknown,cellular,jul,fri,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,NSW
Row2014,51,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,QLD
Row2015,46,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,407,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,SA
Row2016,52,management,married,professional.course,no,yes,no,cellular,jul,mon,491,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,NSW
Row2017,34,technician,single,university.degree,no,no,yes,cellular,jul,mon,164,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,TAS
Row2018,53,self-employed,divorced,university.degree,no,no,no,cellular,jul,mon,397,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,VIC
Row2019,31,services,married,high.school,unknown,no,no,cellular,jul,mon,160,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,QLD
Row2020,45,admin.,married,basic.9y,no,yes,yes,cellular,jul,mon,181,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,VIC
Row2021,27,blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,mon,119,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,WA
Row2022,48,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,179,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,ACT
Row2023,57,management,divorced,university.degree,unknown,no,yes,cellular,jul,mon,200,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,ACT
Row2024,40,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,141,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2025,52,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,116,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,ACT
Row2026,51,management,married,basic.4y,no,no,no,cellular,jul,mon,104,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2027,46,admin.,married,basic.9y,unknown,no,no,cellular,jul,mon,87,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,QLD
Row2028,30,services,married,high.school,no,yes,no,cellular,jul,mon,559,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2029,32,services,single,high.school,no,no,no,cellular,jul,mon,722,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,ACT
Row2030,41,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,1103,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2031,35,blue-collar,married,basic.9y,no,no,no,telephone,jul,mon,1356,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,QLD
Row2032,41,admin.,single,high.school,no,no,no,cellular,jul,mon,459,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,VIC
Row2033,42,entrepreneur,married,high.school,no,yes,no,cellular,jul,mon,247,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,WA
Row2034,38,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,WA
Row2035,34,blue-collar,married,basic.9y,no,yes,no,telephone,jul,mon,199,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,WA
Row2036,56,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2037,39,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,mon,51,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,WA
Row2038,47,admin.,divorced,high.school,unknown,no,no,cellular,jul,mon,129,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,QLD
Row2039,41,blue-collar,married,unknown,no,no,no,cellular,jul,mon,226,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,QLD
Row2040,54,management,married,university.degree,no,yes,no,cellular,jul,mon,224,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,VIC
Row2041,45,services,divorced,high.school,no,no,no,cellular,jul,mon,295,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,WA
Row2042,40,services,married,high.school,no,no,yes,cellular,jul,mon,162,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,TAS
Row2043,34,services,married,basic.9y,unknown,yes,no,cellular,jul,mon,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,QLD
Row2044,35,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,153,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,VIC
Row2045,30,technician,single,high.school,no,yes,no,telephone,jul,mon,130,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,ACT
Row2046,34,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,136,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,ACT
Row2047,24,services,married,high.school,no,yes,no,cellular,jul,mon,337,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,NT
Row2048,31,admin.,married,university.degree,no,yes,no,cellular,jul,mon,1467,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2049,46,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,190,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,TAS
Row2050,47,technician,married,professional.course,no,no,no,cellular,jul,mon,208,10,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,WA
Row2051,59,retired,married,university.degree,unknown,no,no,telephone,jul,mon,95,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2052,38,housemaid,single,basic.4y,unknown,no,no,cellular,jul,mon,457,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,QLD
Row2053,40,admin.,single,university.degree,no,yes,no,cellular,jul,mon,281,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,VIC
Row2054,37,management,married,university.degree,unknown,no,no,cellular,jul,mon,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,TAS
Row2055,52,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,228,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,ACT
Row2056,41,services,married,basic.9y,no,no,no,cellular,jul,mon,88,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,QLD
Row2057,38,unemployed,married,high.school,no,no,no,cellular,jul,mon,273,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,TAS
Row2058,49,technician,married,professional.course,no,yes,yes,telephone,jul,mon,70,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,VIC
Row2059,31,admin.,single,university.degree,no,unknown,unknown,cellular,jul,mon,116,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,TAS
Row2060,43,entrepreneur,married,basic.4y,no,no,no,cellular,jul,mon,25,30,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2061,33,admin.,married,university.degree,no,yes,no,cellular,jul,mon,263,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,ACT
Row2062,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,mon,260,13,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,NSW
Row2063,43,admin.,divorced,high.school,no,no,no,cellular,jul,mon,96,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,WA
Row2064,38,admin.,married,professional.course,no,no,no,cellular,jul,mon,182,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,ACT
Row2065,48,blue-collar,married,basic.6y,no,yes,no,cellular,jul,mon,122,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,VIC
Row2066,37,technician,single,university.degree,no,no,no,cellular,jul,mon,756,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,TAS
Row2067,48,admin.,divorced,high.school,no,no,no,telephone,jul,mon,352,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,VIC
Row2068,52,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,88,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2069,50,housemaid,divorced,high.school,no,yes,no,cellular,jul,mon,78,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,NSW
Row2070,37,services,married,high.school,no,no,no,cellular,jul,mon,221,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,SA
Row2071,49,housemaid,married,basic.4y,unknown,yes,no,cellular,jul,tue,226,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,WA
Row2072,25,services,married,high.school,no,no,no,cellular,jul,tue,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NT
Row2073,29,admin.,single,high.school,no,yes,no,cellular,jul,tue,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NT
Row2074,31,services,divorced,high.school,no,no,no,cellular,jul,tue,123,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,VIC
Row2075,49,services,divorced,high.school,no,yes,no,cellular,jul,tue,146,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,VIC
Row2076,32,admin.,single,university.degree,no,yes,no,cellular,jul,tue,59,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NT
Row2077,55,services,married,basic.6y,unknown,no,no,cellular,jul,tue,31,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NT
Row2078,34,admin.,married,university.degree,no,no,yes,cellular,jul,tue,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,QLD
Row2079,38,admin.,married,high.school,unknown,no,no,cellular,jul,tue,733,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,ACT
Row2080,39,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,634,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NSW
Row2081,33,services,married,high.school,no,yes,yes,cellular,jul,tue,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,WA
Row2082,49,management,married,university.degree,no,yes,no,cellular,jul,tue,71,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,TAS
Row2083,47,technician,married,professional.course,unknown,no,yes,cellular,jul,tue,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,WA
Row2084,41,admin.,single,university.degree,no,no,no,cellular,jul,tue,253,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NSW
Row2085,29,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,249,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,QLD
Row2086,43,admin.,single,high.school,no,no,no,cellular,jul,tue,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NT
Row2087,42,blue-collar,married,basic.6y,unknown,no,no,telephone,jul,tue,190,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,SA
Row2088,56,technician,divorced,professional.course,no,no,no,cellular,jul,tue,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NT
Row2089,57,admin.,married,basic.4y,unknown,yes,no,cellular,jul,tue,325,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,QLD
Row2090,25,services,married,high.school,no,no,no,cellular,jul,tue,1767,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,TAS
Row2091,28,services,married,high.school,no,no,no,cellular,jul,tue,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NT
Row2092,26,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,tue,77,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NSW
Row2093,23,admin.,single,high.school,no,no,no,cellular,jul,tue,220,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,SA
Row2094,32,services,divorced,high.school,unknown,yes,no,cellular,jul,tue,454,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,SA
Row2095,34,blue-collar,married,basic.9y,no,no,yes,cellular,jul,tue,215,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,SA
Row2096,33,services,married,basic.9y,no,yes,no,cellular,jul,tue,163,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,QLD
Row2097,47,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,266,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,NT
